time,dir,packet,len
7.131349000,tx,f017000500010000000100004d0200000000000000000000000e64,27
7.153472000,rx,f016000500010000000100004d02000000000000000000000056,26
7.157935000,tx,f017000500010000000100004d0300000000000000000000000b62,27
7.169469000,rx,f016000500010000000100004d03000000000000000000000057,26
7.172952000,tx,f018000500010000000100004d040000000000000000000000010059,28
7.217499000,rx,f016000500010000000100004d04000000000000000000000058,26
7.232999000,tx,f017000500010000000100004d020000000000000000000000055b,27
7.249539000,rx,f016000500010000000100004d02000000000000000000000056,26
7.253332000,tx,f017000500010000000100004d0300000000000000000000000b62,27
7.265499000,rx,f016000500010000000100004d03000000000000000000000057,26
7.276982000,tx,f017000500010000000100004d0100000000000000000000000156,27
7.297545000,rx,f016000500010000000100004d01000000000000000000000055,26
7.303554000,tx,f018000500010000000100004d040000000000000000000000010059,28
7.329538000,rx,f016000500010000000100004d04000000000000000000000058,26
7.336146000,tx,f016000300010000000100004d00000100000000000000000053,26
7.361535000,rx,f01b000300010000000100004d00000100000000000000000003050b010067,31
7.369133000,tx,f016000300010000000100014d00000100010000000b00000060,26
7.399564000,rx,f048000300010000000100014d00000100010000000b00000076000100060009000e001900020001000000000000000000000000000000000000000000000000000000000000000000000010,76
7.410677000,tx,f016000300010000000100014d05000000000000000000000058,26
7.431574000,rx,f018000300010000000100014d0500000000000000000000000e0066,28
7.437856000,tx,f016000300010000000100014d04000000000000000000000057,26
7.463571000,rx,f018000300010000000100014d040000000000000000000000090060,28
7.470025000,tx,f016000300010000000100014d03000000000000000000000056,26
7.495594000,rx,f018000300010000000100014d03000000000000000000000006005c,28
7.503212000,tx,f016000300010000000100014d06000000000000000000000059,26
7.527621000,rx,f018000300010000000100014d060000000000000000000000190072,28
7.535962000,tx,f016000300010000000100014d0700000000000000000000005a,26
7.559619000,rx,f018000300010000000100014d07000000000000000000000002005c,28
7.562541000,tx,f016000300010000000100014d0800000000000000000000005b,26
7.575622000,rx,f018000300010000000100014d08000000000000000000000001005c,28
7.583461000,tx,f016000300010000000100014d0900000000000000000000005c,26
7.591643000,rx,f018000300010000000100014d09000000000000000000000000005c,28
7.600144000,tx,f017000500010000000100004d0100000000000000000000000156,27
7.623644000,rx,f016000500010000000100004d01000000000000000000000055,26
7.632636000,tx,f018000500010000000100004d04000000000000000000000002005a,28
7.655642000,rx,f016000500010000000100004d04000000000000000000000058,26
7.659392000,tx,f016000300010000000100004d00000100000000000000000053,26
7.687648000,rx,f01b000300010000000100004d0000010000000000000000000c050b020071,31
