time,dir,packet,len
8.682548000,tx,f016000300010000000100001000000000000000000000000015,26
8.698240000,rx,f01a000300010000000100001000000000000000000000000073657270cf,30
8.705088000,tx,f016000300010000000100118b010000000000000000000000a2,26
8.714353000,rx,f034000300010000000100118b01000000000000000000000033313420574d462d414700000000000000000000000000000000000000fbf4,56
8.717763000,tx,f016000300010000000100108b010000000000000000000000a1,26
8.746289000,rx,f01a000300010000000100108b010000000000000000000000de1f01009f,30
8.748327000,tx,f0160003000100000001000a100000000000000000000000001f,26
8.762295000,rx,f0300003000100000001000a10000000000000000000000000434f502030312e3031205665722030352e30322042554c30303107,52
8.769664000,tx,f0160003000100000001000a100000000000000000000000001f,26
8.794304000,rx,f0300003000100000001000a10000000000000000000000000434f502030312e3031205665722030352e30322042554c30303107,52
8.805919000,tx,f0160003000100000001000a100000000000000000000000001f,26
8.826363000,rx,f0300003000100000001000a10000000000000000000000000434f502030312e3031205665722030352e30322042554c30303107,52
8.874026000,tx,f016000300010000000100001000000000000000000000000015,26
8.890352000,rx,f01a000300010000000100001000000000000000000000000073657270cf,30
8.970295000,tx,f016000300010000000100004b00000100000000000000000051,26
9.001399000,rx,f093000300010000000100004b000001000000000000000000de1f01003033383830383130303000000001042c000001000100000000000001010000000001000000000000002b01000000000000000000010104000000000000000000000000000000000000000000000000000000000300040000000000000001000000000000000000000000000000000000000000000000000000bb,151
9.134706000,tx,f016000300010000000100004608000000000000000000000053,26
9.225633000,rx,f01700030001000000010000460800000000000000000000000154,27
9.234819000,tx,f0160003000100000001000a100000000000000000000000001f,26
9.257509000,rx,f0300003000100000001000a10000000000000000000000000434f502030312e3031205665722030352e30322042554c30303107,52
9.267778000,tx,f016000300010000000100804b000001000000000000000000d1,26
9.308701000,rx,f06f000300010000000100804b0000010000000000000000000000323538300032353830003030303000303030300030303030003030303000303030300030303030003030303000303030300030303030004000400000000000000000000000000000000000000000000000000000000000af,115
9.349075000,tx,f016000300010000000100f04a00000100000000000000000040,26
9.406637000,rx,f0ec010300010000000100f04a00000100000000000000000063705f66625f30355f30325f303100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004d6f6c7661790000000000000000000000000000417661000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000574d4620414700253032642e25303264456265726861726473747261df650057373333303920476569736c696e67656e202020202020202020202020202020202020202020202020202020202020202042,496
9.434031000,tx,f016000300010000000100f14a00000100000000000000000041,26
9.470569000,rx,f028000300010000000100f14a00000100000000000000000001010504010105040000000000000000000057,44
9.488189000,tx,f016000300010000000100f54a00000100000000000000000045,26
9.518861000,rx,f02a000300010000000100f54a000001000000000000000000000000000000000000000000000000000000000045,46
9.548739000,tx,f016000300010000000100502f02000000000000000000000086,26
9.566676000,rx,f018000300010000000100502f020000000000000000000000010990,28
9.578057000,tx,f0160003000100000001008652000001000000000000000000de,26
9.598631000,rx,f034000300010000000100865200000100000000000000000014003a003c00ffffffffffff7701c80005007000000400003300000000004e,56
9.630574000,tx,f0160003000100000001000a100000000000000000000000001f,26
9.662834000,rx,f0300003000100000001000a10000000000000000000000000434f502030312e3031205665722030352e30322042554c30303107,52
9.670261000,tx,f016000300010000000100502f02000000000000000000000086,26
9.694697000,rx,f018000300010000000100502f020000000000000000000000010990,28
9.712085000,tx,f01b00050001000000010070510000010000000000000000000005000000ce,31
9.742674000,rx,f0160005000100000001007051000001000000000000000000c9,26
9.805924000,tx,f0160003000100000001007151000003000000040000000000ce,26
9.863718000,rx,f042010300010000000100715100000300000004000000000000016400a50000000000000000000000320032000a0000000000030000000000000000000000000064000a00010014001e0014000a00140078000f0000006400a50000000000000000000000320032000a0000000000030000000000000000000000000064000a00010014001e0014000800140078000f0000006400a50000000000000000000000320032000a0000000000030000000000000000000000000064000a00010014001e0014000800140078000f0000009600a00000000000000000000000320032000a0000000000030000000000000000000000000064000a00010014001e0000000000000014000f0000039600200000000000000000000000320032000a0000000000030000000000000000000000000064000a00010014001e0000000000000014000f00a0,326
10.263565000,tx,f01600030001000000010045530000010000000000000000009e,26
10.338287000,rx,f06200030001000000010045530000010000000000000000000000000000000300aa00aa00000000000000050014000a000a000000010000000000000000000c0020003600000064000500000000000000000006002b0006000000000080ffff000000008023,102
10.409458000,tx,f016000300010000000100005200000100000000000000000058,26
10.434186000,rx,f032000300010000000100005200000100000000000000000042003d00c800a0008c0078003c0002001900000000000800581b000015,54
10.463519000,tx,f01600030001000000010000440000010000000000000000004a,26
10.482158000,rx,f01b000300010000000100004400000100000000000000000046020049ffda,31
10.494313000,tx,f01600030001000000010018510000010000000000000000006f,26
10.514065000,rx,f0260003000100000001001851000001000000000000000000021e1e1e1e1e06001e001e000a00020055,42
